Time; DeltaTCP
1470316387,4344260692596436;0,022599
1470316387,4730310440063477;0,011268
1470316387,5156381130218506;0,042574
1470316387,5156409740447998;3e-06
1470316387,5382680892944336;0,01787
1470316387,5462470054626465;0,00285
1470316387,5608899593353271;0,005149
1470316387,5728690624237061;0,011979
1470316387,6221311092376709;0,049262
1470316387,6221320629119873;1e-06
1470316387,6221339702606201;2e-06
1470316387,6327719688415527;0,010618
1470316387,6660580635070801;0,033286
1470316387,6660599708557129;2e-06
1470316387,6673839092254639;0,001285
1470316387,6673860549926758;2e-06
1470316387,6673879623413086;2e-06
1470316387,6687150001525879;0,001303
1470316387,6687190532684326;4e-06
1470316387,6687209606170654;2e-06
1470316387,6687231063842773;2e-06
1470316387,7059910297393799;0,037244
1470316387,7539091110229492;0,006485
1470316387,7605640888214111;0,001662
1470316387,7658898830413818;0,005326
1470316387,8031620979309082;0,016646
1470316387,8830358982086182;0,079874
1470316387,8830389976501465;3e-06
1470316387,8843660354614258;0,001299
1470316387,9402799606323242;0,055914
1470316387,9402821063995361;2e-06
1470316387,9402849674224854;3e-06
1470316387,9562480449676514;0,00471
1470316387,9708929061889648;0,008683
1470316388,0148200988769531;0,043896
1470316388,0387880802154541;0,023939
1470316388,0401139259338379;0,001326
1470316388,0467679500579834;0,006581
1470316388,0720620155334473;0,025294
1470316388,1386370658874512;0,066575
1470316388,1386399269104004;3e-06
1470316388,1386420726776123;2e-06
1470316388,1386430263519287;1e-06
1470316388,1386480331420898;5e-06
1470316388,1386489868164062;1e-06
1470316388,1386520862579346;3e-06
1470316388,1399579048156738;0,00109
1470316388,1399610042572021;3e-06
1470316388,1426150798797607;0,004381
1470316388,1759049892425537;0,035909
1470316388,1759068965911865;2e-06
1470316388,2051789760589600;0,029228
1470316388,2278130054473877;0,020673
1470316388,2677500247955322;0,039894
1470316388,2677519321441650;2e-06
1470316388,3143370151519775;0,04655
1470316388,3156690597534180;0,007631
1470316388,3329739570617676;0,003664
1470316388,3329761028289795;2e-06
1470316388,3742399215698242;0,041264
1470316388,3742420673370361;2e-06
1470316388,4194979667663574;0,007338
1470316388,4208331108093262;0,00131
1470316388,4208350181579590;2e-06
1470316388,4221630096435547;0,001304
1470316388,4447948932647705;0,022632
1470316388,4447970390319824;2e-06
1470316388,4740788936614990;0,029258
1470316388,4740810394287109;2e-06
1470316388,4980390071868896;0,002612
1470316388,5020339488983154;0,003995
1470316388,5073559284210205;0,005322
1470316388,5206708908081055;0,013315
1470316388,5206720829010010;0,025077
1470316388,5646009445190430;0,04393
1470316388,5646030902862549;2e-06
1470316388,6032080650329590;0,03858
1470316388,6032121181488037;4e-06
1470316388,6058709621429443;0,002627
1470316388,6058731079101562;2e-06
1470316388,6058759689331055;3e-06
1470316388,6058769226074219;1e-06
1470316388,6058790683746338;2e-06
1470316388,6058800220489502;1e-06
1470316388,6058840751647949;4e-06
1470316388,6458010673522949;0,025969
1470316388,6737589836120605;0,027928
1470316388,6737620830535889;3e-06
1470316388,6910610198974609;0,008937
1470316388,7096989154815674;0,035907
1470316388,7483029365539551;0,038604
1470316388,7483060359954834;3e-06
1470316388,7709391117095947;0,022605
1470316388,8015530109405518;0,00241
1470316388,8095378875732422;0,007985
1470316388,8494839668273926;0,026131
1470316388,8494880199432373;4e-06
1470316388,8721020221710205;0,022556
1470316388,8747649192810059;0,005802
1470316388,9519729614257812;0,079871
1470316388,9546370506286621;0,00264
1470316388,9546411037445068;4e-06
1470316388,9666171073913574;0,008385
1470316388,9812600612640381;0,014643
1470316388,9825899600982666;0,00133
1470316388,9825921058654785;2e-06
1470316389,0145421028137207;0,03195
1470316389,0145440101623535;2e-06
1470316389,0318450927734375;0,017273
1470316389,0624608993530273;0,006405
1470316389,0691220760345459;0,037277
1470316389,0691239833831787;2e-06
1470316389,0691258907318115;2e-06
1470316389,0691270828247070;1e-06
1470316389,0691289901733398;2e-06
1470316389,0691320896148682;3e-06
1470316389,0691349506378174;3e-06
1470316389,0704510211944580;0,001198
1470316389,0704529285430908;2e-06
1470316389,1010670661926270;0,030586
1470316389,1662960052490234;0,003729
1470316389,1662979125976562;2e-06
1470316389,2182250022888184;0,05189
1470316389,2182290554046631;4e-06
1470316389,2448339462280273;0,004526
1470316389,2488279342651367;0,005149
1470316389,2488288879394531;0,003966
1470316389,2754518985748291;0,026623
1470316389,2754549980163574;3e-06
1470316389,3074009418487549;0,028701
1470316389,3686358928680420;0,003315
1470316389,3686370849609375;1e-06
1470316389,3819460868835449;0,013278
1470316389,4072399139404297;0,025294
1470316389,4431800842285156;0,010641
1470316389,4431819915771484;2e-06
1470316389,4538290500640869;0,006133
1470316389,4764618873596191;0,03328
1470316389,4764640331268311;2e-06
1470316389,4764659404754639;2e-06
1470316389,5177259445190430;0,041233
1470316389,5416951179504395;0,023969
1470316389,5416970252990723;2e-06
1470316389,5416989326477051;2e-06
1470316389,5417010784149170;2e-06
1470316389,5417039394378662;3e-06
1470316389,5430200099945068;0,00128
1470316389,5430231094360352;3e-06
1470316389,5443489551544189;0,001303
1470316389,5456800460815430;0,001331
1470316389,5696430206298828;0,023944
1470316389,6481831073760986;0,012538
1470316389,6588320732116699;0,008013
1470316389,6748061180114746;0,026589
1470316389,7054219245910645;0,030585
1470316389,7586839199066162;0,053262
1470316389,7586870193481445;3e-06
1470316389,7586910724639893;4e-06
1470316389,8012759685516357;0,042529
1470316389,8052670955657959;0,003991
1470316389,8092639446258545;0,003962
1470316389,8585090637207031;0,005068
1470316389,8784759044647217;0,006493
1470316389,9051029682159424;0,006592
1470316389,9051051139831543;2e-06
1470316389,9051070213317871;2e-06
1470316389,9051070213317871;0
1470316389,9303979873657227;0,025259
1470316390,0036149024963379;0,073217
1470316390,0036170482635498;2e-06
1470316390,0036189556121826;2e-06
1470316390,0062739849090576;0,00262
1470316390,0062789916992188;5e-06
1470316390,0062808990478516;2e-06
1470316390,0062830448150635;2e-06
1470316390,0062849521636963;2e-06
1470316390,0062870979309082;2e-06
1470316390,0275690555572510;0,002717
1470316390,0422129631042480;0,035894
1470316390,0422151088714600;2e-06
1470316390,0701661109924316;0,009944
1470316390,1127650737762451;0,04257
1470316390,1380589008331299;0,025264
1470316390,1380629539489746;4e-06
1470316390,1646819114685059;0,026592
1470316390,1992928981781006;0,00732
1470316390,2245829105377197;0,012231
1470316390,2418899536132812;0,042567
1470316390,2418930530548096;3e-06
1470316390,2738399505615234;0,008641
1470316390,2738409042358398;1e-06
1470316390,2738440036773682;3e-06
1470316390,3071200847625732;0,033246
1470316390,3071238994598389;4e-06
1470316390,3417310714721680;0,032629
1470316390,3417329788208008;2e-06
1470316390,3590409755706787;0,00326
1470316390,3603680133819580;0,001327
1470316390,3723559379577637;0,011988
1470316390,4042940139770508;0,005991
1470316390,4349219799041748;0,062566
1470316390,4362449645996094;0,001271
1470316390,4735169410705566;0,037272
1470316390,4748549461364746;0,0013
1470316390,4748570919036865;2e-06
1470316390,4748589992523193;2e-06
1470316390,4748609066009521;2e-06
1470316390,4748630523681641;2e-06
1470316390,4748659133911133;3e-06
1470316390,4748680591583252;2e-06
1470316390,4748699665069580;2e-06
1470316390,5014729499816895;0,026491
1470316390,5334229469299316;0,03195
1470316390,5334260463714600;3e-06
1470316390,5334270000457764;1e-06
1470316390,5666990280151367;0,003308
1470316390,5706930160522461;0,003964
1470316390,6146259307861328;0,043933
1470316390,6146280765533447;2e-06
1470316390,6439080238342285;0,029245
1470316390,6439089775085449;0,006718
1470316390,6731939315795898;0,017871
1470316390,7144620418548584;0,041236
1470316390,7144639492034912;2e-06
1470316390,7450780868530273;0,030584
1470316390,7717010974884033;0,003382
1470316390,8089790344238281;0,037248
1470316390,8089809417724609;2e-06
1470316390,8089840412139893;3e-06
1470316390,8302710056304932;0,005501
1470316390,8316020965576172;0,005284
1470316390,8342640399932861;0,002662
1470316390,8369269371032715;0,002663
1470316390,8369309902191162;4e-06
1470316390,8715410232543945;0,03461
1470316390,8715438842773438;3e-06
1470316390,9154710769653320;0,043902
1470316390,9154729843139648;2e-06
1470316390,9367740154266357;0,021271
1470316390,9367771148681641;3e-06
1470316390,9367790222167969;2e-06
1470316390,9367799758911133;1e-06
1470316390,9367818832397461;2e-06
1470316390,9381020069122314;0,001283
1470316390,9381051063537598;3e-06
1470316390,9381070137023926;2e-06
1470316390,9381089210510254;2e-06
1470316390,9381110668182373;2e-06
1470316390,9700579643249512;0,03192
1470316391,0379419326782227;0,009678
1470316391,0392689704895020;0,009366
1470316391,0392730236053467;4e-06
1470316391,0845429897308350;0,045232
1470316391,0845470428466797;4e-06
1470316391,1178131103515625;0,032691
1470316391,1470971107482910;0,02924
1470316391,1470999717712402;3e-06
1470316391,1856999397277832;0,038568
1470316391,2256350517272949;0,004574
1470316391,2362859249114990;0,004233
1470316391,2402760982513428;0,014608
1470316391,2402811050415039;5e-06
1470316391,2708950042724609;0,030588
1470316391,2948529720306396;0,003784
1470316391,2975161075592041;0,002663
1470316391,3174860477447510;0,01997
1470316391,3481030464172363;0,030617
1470316391,3494350910186768;0,001307
1470316391,3494369983673096;2e-06
1470316391,3747270107269287;0,02527
1470316391,4066760540008545;0,031949
1470316391,4066801071166992;4e-06
1470316391,4080109596252441;0,001306
1470316391,4080131053924561;2e-06
1470316391,4080150127410889;2e-06
1470316391,4080159664154053;1e-06
1470316391,4080181121826172;2e-06
1470316391,4080200195312500;2e-06
1470316391,4080231189727783;3e-06
1470316391,4399549961090088;0,031899
1470316391,4399580955505371;0,003898
1470316391,4971990585327148;0,003315
1470316391,5571000576019287;0,059846
1470316391,6010320186614990;0,043899
1470316391,6156780719757080;0,014646
1470316391,6156809329986572;3e-06
1470316391,6156830787658691;2e-06
1470316391,6276509761810303;0,004482
1470316391,6635999679565430;0,041761
1470316391,6769130229949951;0,013259
1470316391,6769158840179443;3e-06
1470316391,7141790390014648;0,011348
1470316391,7181739807128906;0,00396
1470316391,7421340942382812;0,02396
1470316391,7740850448608398;0,006392
1470316391,7740869522094727;2e-06
1470316391,7834010124206543;0,009314
1470316391,7847309112548828;0,00133
1470316391,7847330570220947;2e-06
1470316391,8033690452575684;0,018609
1470316391,8166790008544922;0,006587
1470316391,8659420013427734;0,062573
1470316391,8659451007843018;3e-06
1470316391,8659460544586182;1e-06
1470316391,8659479618072510;2e-06
1470316391,8659501075744629;2e-06
1470316391,8659520149230957;2e-06
1470316391,8659560680389404;4e-06
1470316391,8659570217132568;1e-06
1470316391,8659589290618896;2e-06
1470316391,9072060585021973;0,041129
1470316391,9072070121765137;1e-06
1470316391,9391489028930664;0,025869
1470316392,0057148933410645;0,066535
1470316392,0057170391082764;0,007831
1470316392,0057179927825928;3e-06
1470316392,0057199001312256;2e-06
1470316392,0469861030578613;0,022065
1470316392,0949029922485352;0,04784
1470316392,1241838932037354;0,009975
1470316392,1241860389709473;2e-06
1470316392,1241879463195801;2e-06
1470316392,1441509723663330;0,01993
1470316392,1441509723663330;0
1470316392,1814270019531250;0,037276
1470316392,1814310550689697;4e-06
1470316392,1934061050415039;0,009266
1470316392,2186970710754395;0,037239
1470316392,2399990558624268;0,011927
1470316392,2400000095367432;1e-06
1470316392,2400009632110596;1e-06
1470316392,2919139862060547;0,051913
1470316392,2919149398803711;1e-06
1470316392,3278539180755615;0,035912
1470316392,3411691188812256;0,013315
1470316392,3411719799041748;3e-06
1470316392,3411729335784912;1e-06
1470316392,3424999713897705;0,001299
1470316392,3425030708312988;3e-06
1470316392,3425059318542480;3e-06
1470316392,3425080776214600;2e-06
1470316392,3425099849700928;2e-06
1470316392,3425118923187256;2e-06
1470316392,3691210746765137;0,026581
1470316392,3917500972747803;0,003541
1470316392,4023969173431396;0,033276
1470316392,4037299156188965;0,001313
1470316392,4410059452056885;0,007084
1470316392,4410080909729004;2e-06
1470316392,4782810211181641;0,037273
1470316392,4782829284667969;2e-06
1470316392,5049040317535400;0,02659
1470316392,5368471145629883;0,008547
1470316392,5687999725341797;0,031926
1470316392,5688021183013916;2e-06
1470316392,5807778835296631;0,005058
1470316392,6047480106353760;0,035917
1470316392,6393549442291260;0,002072
1470316392,6925969123840332;0,001743
1470316392,6939320564270020;0,001335
1470316392,6939339637756348;2e-06
1470316392,6939349174499512;1e-06
1470316392,7045769691467285;0,010615
1470316392,7085709571838379;0,003994
1470316392,7391889095306396;0,030618
1470316392,7391910552978516;2e-06
1470316392,7698099613189697;0,030593
1470316392,7698121070861816;2e-06
1470316392,7831170558929443;0,003262
1470316392,8044259548187256;0,034583
1470316392,8044300079345703;4e-06
1470316392,8044319152832031;2e-06
1470316392,8044340610504150;2e-06
1470316392,8044359683990479;2e-06
1470316392,8044381141662598;2e-06
1470316392,8044400215148926;2e-06
1470316392,8044419288635254;2e-06
1470316392,8057489395141602;0,001185
1470316392,9069159030914307;0,011304
1470316392,9109110832214355;0,003967
1470316392,9521799087524414;0,01264
1470316392,9521830081939697;3e-06
1470316392,9761400222778320;0,009773
1470316393,0014328956604004;0,049218
1470316393,0120820999145508;0,010619
1470316393,0120840072631836;2e-06
1470316393,0759789943695068;0,001809
1470316393,0813019275665283;0,005293
1470316393,1385459899902344;0,057244
1470316393,1385478973388672;2e-06
1470316393,1718230247497559;0,00665
1470316393,1877980232238770;0,015975
1470316393,1931269168853760;0,005329
1470316393,1931281089782715;0,02265
1470316393,2144401073455811;0,021313
1470316393,2144429683685303;3e-06
1470316393,2144451141357422;2e-06
1470316393,2144470214843750;2e-06
1470316393,2144479751586914;1e-06
1470316393,2463779449462891;0,031861
1470316393,3555269241333008;0,003207
1470316393,3621819019317627;0,004822
1470316393,3688371181488037;0,013277
1470316393,4327359199523926;0,005977
1470316393,4580290317535400;0,025263
1470316393,4580318927764893;3e-06
1470316393,5086159706115723;0,050554
1470316393,5086200237274170;4e-06
1470316393,5086219310760498;2e-06
1470316393,5086240768432617;2e-06
1470316393,5166010856628418;0,007948
1470316393,5498800277709961;0,005379
1470316393,5578699111938477;0,000704
1470316393,5578720569610596;2e-06
1470316393,5618619918823242;0,003957
1470316393,5751709938049316;0,013283
1470316393,6377370357513428;0,005305
1470316393,6417319774627686;0,003995
1470316393,6630339622497559;0,021302
1470316393,6630361080169678;2e-06
1470316393,6630380153656006;2e-06
1470316393,6803379058837891;0,017267
1470316393,6803419589996338;4e-06
1470316393,6803441047668457;2e-06
1470316393,6830000877380371;0,002628
1470316393,6830019950866699;2e-06
1470316393,6830029487609863;1e-06
1470316393,6830050945281982;2e-06
1470316393,7096219062805176;0,026592
1470316393,7189390659332275;0,004478
1470316393,7468950748443604;0,037273
1470316393,7468969821929932;2e-06
1470316393,7708539962768555;0,005427
1470316393,7748489379882812;0,003973
1470316393,8121299743652344;0,037281
1470316393,8121318817138672;2e-06
1470316393,8321089744567871;0,019936
1470316393,8959870338439941;0,002063
1470316393,9172921180725098;0,021271
1470316393,9172940254211426;2e-06
1470316393,9173009395599365;7e-06
1470316393,9292678833007812;0,011165
1470316393,9372529983520508;0,019916
1470316394,0024809837341309;0,00597
1470316394,0490729808807373;0,046562
1470316394,0490748882293701;2e-06
1470316394,0597240924835205;0,010621
1470316394,0597259998321533;2e-06
1470316394,0943360328674316;0,001964
1470316394,0943379402160645;2e-06
1470316394,0996599197387695;0,005255
1470316394,0996620655059814;2e-06
1470316394,0996620655059814;0
1470316394,1076469421386719;0,007985
1470316394,1262810230255127;0,003614
1470316394,1489160060882568;0,041269
1470316394,1489179134368896;2e-06
1470316394,1489200592041016;2e-06
1470316394,1489219665527344;2e-06
1470316394,1502449512481689;0,00129
1470316394,1502490043640137;4e-06
1470316394,1502509117126465;2e-06
1470316394,1502521038055420;1e-06
1470316394,1795310974121094;0,029254
1470316394,2793900966644287;0,099859
1470316394,2793939113616943;4e-06
1470316394,2793960571289062;2e-06
1470316394,3113260269165039;0,011459
1470316394,3352799415588379;0,008951
1470316394,3525838851928711;0,041215
1470316394,3525860309600830;2e-06
1470316394,3698890209197998;0,017266
1470316394,4084949493408203;0,008337
1470316394,4084970951080322;2e-06
1470316394,4564180374145508;0,047921
1470316394,4564199447631836;2e-06
1470316394,4564220905303955;2e-06
1470316394,4896960258483887;0,033245
1470316394,5216419696807861;0,008326
1470316394,5589199066162109;0,000684
1470316394,5589230060577393;3e-06
1470316394,5589239597320557;1e-06
1470316394,5589261054992676;2e-06
1470316394,5615789890289307;0,002619
1470316394,5695660114288330;0,007794
1470316394,6015210151672363;0,031955
1470316394,6121630668640137;0,010642
1470316394,6121649742126465;2e-06
1470316394,6161620616912842;0,003974
1470316394,6161639690399170;2e-06
1470316394,6161661148071289;2e-06
1470316394,6161699295043945;4e-06
1470316394,6174890995025635;0,001285
1470316394,6188220977783203;0,001333
1470316394,6188240051269531;2e-06
1470316394,6188259124755859;2e-06
1470316394,6188290119171143;3e-06
1470316394,6467759609222412;0,027922
1470316394,7213211059570312;0,00391
1470316394,7412889003753662;0,094513
1470316394,7412910461425781;2e-06
1470316394,7639191150665283;0,022599
1470316394,8011920452117920;0,03169
1470316394,8477931022644043;0,00658
1470316394,8477959632873535;3e-06
1470316394,8477981090545654;2e-06
1470316394,8477990627288818;1e-06
1470316394,8478000164031982;1e-06
1470316394,8504478931427002;0,002586
1470316394,8797390460968018;0,029291
1470316394,8797419071197510;3e-06
1470316394,9103620052337646;0,030581
1470316394,9263219833374023;0,005335
1470316394,9769101142883301;0,066548
1470316394,9875590801239014;0,010616
1470316394,9875619411468506;3e-06
1470316395,0141830444335938;0,014592
1470316395,0141839981079102;1e-06
1470316395,0621070861816406;0,012902
1470316395,0621089935302734;2e-06
1470316395,0621089935302734;0
1470316395,0621099472045898;1e-06
1470316395,0967149734497070;0,034605
1470316395,0980520248413086;0,00131
1470316395,0980529785156250;1e-06
1470316395,0980548858642578;2e-06
1470316395,0980570316314697;2e-06
1470316395,0980598926544189;3e-06
1470316395,0980620384216309;2e-06
1470316395,0980639457702637;2e-06
1470316395,0980648994445801;1e-06
1470316395,1379818916320801;0,029926
1470316395,1393110752105713;0,04114
1470316395,1393129825592041;2e-06
1470316395,1406440734863281;0,002632
1470316395,1419739723205566;0,002639
1470316395,2032260894775391;0,061252
1470316395,2032339572906494;8e-06
1470316395,2138609886169434;0,007789
1470316395,2458069324493408;0,031915
1470316395,2604498863220215;0,007034
1470316395,2697730064392090;0,009323
1470316395,2764229774475098;0,005451
1470316395,3123679161071777;0,035945
1470316395,3123700618743896;2e-06
1470316395,3150269985198975;0,002863
1470316395,3523049354553223;0,039909
1470316395,3523080348968506;3e-06
1470316395,3523099422454834;2e-06
1470316395,3523120880126953;2e-06
1470316395,3802580833435059;0,027915
1470316395,3802599906921387;2e-06
1470316395,4108800888061523;0,000668
1470316395,4108879566192627;8e-06
1470316395,4135360717773438;0,001294
1470316395,4241840839385986;0,010623
1470316395,4454820156097412;0,021298
1470316395,4787619113922119;0,003438
1470316395,4974119663238525;0,013932
1470316395,5027298927307129;0,003521
1470316395,5200390815734863;0,022627
1470316395,5200419425964355;3e-06
1470316395,5200440883636475;2e-06
1470316395,5573170185089111;0,037215
1470316395,5573201179504395;3e-06
1470316395,5573239326477051;4e-06
1470316395,5573260784149170;2e-06
1470316395,5573279857635498;2e-06
1470316395,5573298931121826;2e-06
1470316395,5573320388793945;2e-06
1470316395,5573339462280273;2e-06
1470316395,5573360919952393;2e-06
1470316395,5573379993438721;2e-06
1470316395,5892539024353027;0,031757
1470316395,6118850708007812;0,022631
1470316395,6158750057220459;0,003958
1470316395,6158781051635742;3e-06
1470316395,6291880607604980;0,007102
1470316395,6291890144348145;1e-06
1470316395,6305170059204102;0,001328
1470316395,6571419239044189;0,026625
1470316395,6864309310913086;0,029259
1470316395,6864340305328369;3e-06
1470316395,7077291011810303;0,021263
1470316395,7436690330505371;0,005669
1470316395,7796139717102051;0,071885
1470316395,7796170711517334;3e-06
1470316395,7796199321746826;3e-06
1470316395,8035728931427002;0,023924
1470316395,8395149707794189;0,009257
1470316395,8408470153808594;0,001332
1470316395,8408489227294922;2e-06
1470316395,8408501148223877;1e-06
1470316395,8954350948333740;0,054585
1470316395,8954370021820068;2e-06
1470316395,8954389095306396;2e-06
1470316395,8954401016235352;1e-06
1470316395,9153931140899658;0,00773
1470316395,9167220592498779;0,021239
1470316395,9167239665985107;2e-06
1470316395,9526729583740234;0,03592
1470316395,9526760578155518;3e-06
1470316395,9766390323638916;0,023921
1470316396,0072510242462158;0,030612
1470316396,0072538852691650;3e-06
1470316396,0072560310363770;2e-06
1470316396,0072569847106934;1e-06
1470316396,0072610378265381;4e-06
1470316396,0085780620574951;0,001274
1470316396,0085799694061279;2e-06
1470316396,0085821151733398;2e-06
1470316396,0085830688476562;1e-06
1470316396,0085859298706055;3e-06
1470316396,0445179939270020;0,011176
1470316396,0511710643768311;0,003133
1470316396,0751349925994873;0,023964
1470316396,0924370288848877;0,016058
1470316396,1084129810333252;0,015976
1470316396,1177310943603516;0,005718
1470316396,1629920005798340;0,054579
1470316396,1643230915069580;0,001307
1470316396,1643259525299072;3e-06
1470316396,1736409664154053;0,009294
1470316396,2268939018249512;0,053253
1470316396,2268970012664795;3e-06
1470316396,2441959381103516;0,005664
1470316396,2441980838775635;2e-06
1470316396,2455260753631592;0,001297
1470316396,2748088836669922;0,029283
1470316396,2974410057067871;0,015009
1470316396,3320529460906982;0,01689
1470316396,3333849906921387;0,035944
1470316396,3333868980407715;2e-06
1470316396,3333880901336670;1e-06
1470316396,3546819686889648;0,021268
1470316396,4265680313110352;0,071886
1470316396,4279019832611084;0,001309
1470316396,4279038906097412;2e-06
1470316396,4279079437255859;4e-06
1470316396,4531950950622559;0,00091
1470316396,4531970024108887;2e-06
1470316396,4571840763092041;0,003947
1470316396,4611749649047852;0,003991
1470316396,4638409614562988;0,002579
1470316396,4758260250091553;0,011985
1470316396,4758300781250000;4e-06
1470316396,4758319854736328;2e-06
1470316396,4758338928222656;2e-06
1470316396,4771571159362793;0,00126
1470316396,4771599769592285;3e-06
1470316396,4771630764007568;3e-06
1470316396,4771649837493896;2e-06
1470316396,4771659374237061;1e-06
1470316396,4771680831909180;2e-06
1470316396,5064449310302734;0,029244
1470316396,5064470767974854;0,004225
1470316396,6209330558776855;0,114488
1470316396,6209359169006348;3e-06
1470316396,6355628967285156;0,014573
1470316396,6675090789794922;0,008397
1470316396,6901400089263916;0,022606
1470316396,6994600296020508;0,009291
1470316396,6994619369506836;2e-06
1470316396,6994628906250000;0,010251
1470316396,7300779819488525;0,03058
1470316396,7300789356231689;1e-06
1470316396,7540409564971924;0,023931
1470316396,7540440559387207;3e-06
1470316396,7886500358581543;0,034575
1470316396,8565421104431152;0,067892
1470316396,8565449714660645;3e-06
1470316396,8565471172332764;2e-06
1470316396,8751749992370605;0,00755
1470316396,8751780986785889;3e-06
1470316396,8778369426727295;0,002446
1470316396,8924810886383057;0,014644
1470316396,8924820423126221;1e-06
1470316396,8964738845825195;0,003909
1470316396,8964769840240479;0,00318
1470316396,9111170768737793;0,014643
1470316396,9537160396575928;0,042599
1470316396,9537189006805420;3e-06
1470316396,9550480842590332;0,001302
1470316396,9550490379333496;1e-06
1470316396,9550518989562988;3e-06
1470316396,9550549983978271;3e-06
1470316396,9656970500946045;0,010616
1470316396,9656989574432373;2e-06
1470316396,9657011032104492;2e-06
1470316396,9790089130401611;0,013281
1470316396,9790110588073730;2e-06
1470316397,0069620609283447;0,027924
1470316397,0761859416961670;0,000126
1470316397,0868370532989502;0,010651
1470316397,0868389606475830;2e-06
1470316397,0868399143218994;1e-06
1470316397,1001420021057129;0,00335
1470316397,1054670810699463;0,002062
1470316397,1294319629669189;0,023965
1470316397,2013280391693115;0,071896
1470316397,2013320922851562;4e-06
1470316397,2132999897003174;0,0119
1470316397,2133018970489502;2e-06
1470316397,2133040428161621;2e-06
1470316397,2133059501647949;2e-06
1470316397,2439119815826416;0,030571
1470316397,2439160346984863;4e-06
1470316397,2825179100036621;0,003162
1470316397,2958340644836426;0,01273
1470316397,2958350181579590;1e-06
1470316397,2958359718322754;0,010912
1470316397,2958369255065918;2e-06
1470316397,2958381175994873;1e-06
1470316397,2958390712738037;1e-06
1470316397,3171300888061523;0,021159
1470316397,3783669471740723;0,061237
1470316397,3783690929412842;2e-06
1470316397,3783710002899170;2e-06
1470316397,4103159904479980;0,031913
1470316397,4103178977966309;2e-06
1470316397,4103200435638428;2e-06
1470316397,4103240966796875;4e-06
1470316397,4103250503540039;1e-06
1470316397,4116430282592773;0,001283
1470316397,4116439819335938;1e-06
1470316397,4129741191864014;0,001304
1470316397,4129760265350342;2e-06
1470316397,4129769802093506;1e-06
1470316397,4515790939331055;0,038579
1470316397,4515810012817383;2e-06
1470316397,4515829086303711;2e-06
1470316397,4768710136413574;0,025262
1470316397,4968369007110596;0,007606
1470316397,4981660842895508;0,009048
1470316397,5181341171264648;0,008455
1470316397,5407679080963135;0,022634
1470316397,5407710075378418;3e-06
1470316397,5673899650573730;0,026594
1470316397,6193120479583740;0,051922
1470316397,6193139553070068;2e-06
1470316397,6485929489135742;0,029242
1470316397,6978468894958496;0,006266
1470316397,6978480815887451;0,003676
1470316397,6978490352630615;1e-06
1470316397,7031691074371338;0,00532
1470316397,7031700611114502;1e-06
1470316397,7297949790954590;0,009466
1470316397,7324550151824951;0,00266
1470316397,7324559688568115;1e-06
1470316397,7497639656066895;0,017308
1470316397,7497661113739014;2e-06
1470316397,7617440223693848;0,011948
1470316397,7617449760437012;1e-06
1470316397,7697288990020752;0,007984
1470316397,7710630893707275;0,001307
1470316397,7710649967193604;2e-06
1470316397,7710669040679932;2e-06
1470316397,8016839027404785;0,030592
1470316397,8016870021820068;3e-06
1470316397,8269710540771484;0,025247
1470316397,8269760608673096;5e-06
1470316397,8442769050598145;0,017275
1470316397,8842110633850098;0,039934
1470316397,8855419158935547;0,001304
1470316397,8868780136108398;0,001336
1470316397,8868799209594727;2e-06
1470316397,8868811130523682;1e-06
1470316397,8868849277496338;4e-06
1470316397,8868870735168457;2e-06
1470316397,8868889808654785;2e-06
1470316397,8908679485321045;0,00395
1470316397,8908700942993164;2e-06
1470316397,8908720016479492;0,011202
1470316397,9055199623107910;0,004491
1470316397,9174950122833252;0,011947
1470316397,9201509952545166;0,002656
1470316397,9321339130401611;0,004413
1470316397,9467790126800537;0,005845
1470316397,9467830657958984;4e-06
1470316398,0346379280090332;0,087855
1470316398,0346400737762451;2e-06
1470316398,0346419811248779;2e-06
1470316398,0585958957672119;0,023926
1470316398,0905549526214600;0,031959
1470316398,0905580520629883;3e-06
1470316398,0905599594116211;0,006637
1470316398,1051878929138184;0,014561
1470316398,1142110824584961;0,005277
1470316398,1448628902435303;0,010442
1470316398,1461870670318604;0,001324
1470316398,1714859008789062;0,005428
1470316398,1714870929718018;1e-06
1470316398,2021059989929199;0,030619
1470316398,2021100521087646;4e-06
1470316398,2140810489654541;0,011913
1470316398,2912890911102295;0,003398
1470316398,3325610160827637;0,11848
1470316398,3325629234313965;2e-06
1470316398,3325650691986084;2e-06
1470316398,3325660228729248;1e-06
1470316398,3338890075683594;0,001288
1470316398,3338921070098877;3e-06
1470316398,3498620986938477;0,006115
1470316398,3498640060424805;2e-06
1470316398,3511919975280762;0,001298
1470316398,3538610935211182;0,002669
1470316398,3538639545440674;3e-06
1470316398,3538670539855957;3e-06
1470316398,3538699150085449;3e-06
1470316398,3538711071014404;1e-06
1470316398,3538739681243896;3e-06
1470316398,3538749217987061;1e-06
1470316398,3538761138916016;1e-06
1470316398,4031090736389160;0,049194
1470316398,4230780601501465;0,003904
1470316398,4230790138244629;1e-06
1470316398,4603509902954102;0,021708
1470316398,4976251125335693;0,037274
1470316398,4976289272308350;4e-06
1470316398,4976298809051514;0,005625
1470316398,5135960578918457;0,015929
1470316398,5548639297485352;0,00315
1470316398,5735030174255371;0,018616
