Time; DeltaTCP
1470316398,5735070705413818;4e-06
1470316398,5735089778900146;2e-06
1470316398,5868110656738281;0,013272
1470316398,6161019802093506;0,029291
1470316398,6161050796508789;3e-06
1470316398,6307420730590820;0,004443
1470316398,6533699035644531;0,005878
1470316398,6573660373687744;0,003996
1470316398,6573669910430908;1e-06
1470316398,6586940288543701;0,001327
1470316398,6853210926055908;0,00676
1470316398,7132821083068848;0,054588
1470316398,7132840156555176;2e-06
1470316398,7132859230041504;2e-06
1470316398,7385640144348145;0,02524
1470316398,8077909946441650;0,069227
1470316398,8104550838470459;0,002626
1470316398,8104569911956787;2e-06
1470316398,8117899894714355;0,001287
1470316398,8117918968200684;2e-06
1470316398,8117940425872803;2e-06
1470316398,8117959499359131;2e-06
1470316398,8117990493774414;3e-06
1470316398,8118009567260742;2e-06
1470316398,8118031024932861;2e-06
1470316398,8357429504394531;0,002116
1470316398,8397359848022461;0,003967
1470316398,8517189025878906;0,00062
1470316398,8517210483551025;2e-06
1470316398,8610370159149170;0,00929
1470316398,8863279819488525;0,025291
1470316398,8903219699859619;0,007569
1470316398,9448990821838379;0,007772
1470316398,9449000358581543;1e-06
1470316398,9662001132965088;0,0213
1470316398,9662039279937744;4e-06
1470316398,9808430671691895;0,014616
1470316399,0474030971527100;0,004113
1470316399,0474059581756592;3e-06
1470316399,0580530166625977;0,010619
1470316399,0580539703369141;1e-06
1470316399,0580549240112305;0,004941
1470316399,1179549694061279;0,059901
1470316399,1179580688476562;3e-06
1470316399,1192851066589355;0,001299
1470316399,1192889213562012;4e-06
1470316399,1246089935302734;0,005299
1470316399,1259400844573975;0,001331
1470316399,1552269458770752;0,011263
1470316399,1645441055297852;0,009317
1470316399,1658771038055420;0,001314
1470316399,1658790111541748;2e-06
1470316399,1658799648284912;1e-06
1470316399,2084751129150391;0,042567
1470316399,2444229125976562;0,035948
1470316399,2444250583648682;2e-06
1470316399,2444269657135010;2e-06
1470316399,2603900432586670;0,009069
1470316399,2843520641326904;0,023962
1470316399,2843549251556396;3e-06
1470316399,2856860160827637;0,001306
1470316399,2856869697570801;1e-06
1470316399,2856900691986084;3e-06
1470316399,2870159149169922;0,0013
1470316399,2883501052856445;0,001334
1470316399,2883529663085938;3e-06
1470316399,2883539199829102;1e-06
1470316399,2883560657501221;2e-06
1470316399,2883579730987549;0,218231
1470316399,3136489391326904;0,025255
1470316399,3655591011047363;0,015129
1470316399,3668849468231201;0,00129
1470316399,3668889999389648;4e-06
1470316399,3668920993804932;3e-06
1470316399,3855218887329102;0,00326
1470316399,4028279781341553;0,017306
1470316399,4334459304809570;0,030618
1470316399,4334509372711182;5e-06
1470316399,4400999546051025;0,006622
1470316399,4920148849487305;0,006409
1470316399,4933478832244873;0,001333
1470316399,5279579162597656;0,03461
1470316399,5279610157012939;3e-06
1470316399,5465960502624512;0,01861
1470316399,5718879699707031;0,014729
1470316399,6078341007232666;0,035946
1470316399,6078360080718994;0,319426
1470316399,6411139965057373;0,03328
1470316399,6411180496215820;4e-06
1470316399,6411199569702148;2e-06
1470316399,6504290103912354;0,009275
1470316399,6504321098327637;3e-06
1470316399,6823770999908447;0,031917
1470316399,6823790073394775;2e-06
1470316399,7023479938507080;0,007969
1470316399,7036769390106201;0,001329
1470316399,7076699733734131;0,003993
1470316399,7076709270477295;1e-06
1470316399,7555890083312988;0,006125
1470316399,7582569122314453;0,050546
1470316399,7582600116729736;3e-06
1470316399,7582650184631348;5e-06
1470316399,7595889568328857;0,001283
1470316399,7595911026000977;2e-06
1470316399,7595920562744141;1e-06
1470316399,7595939636230469;2e-06
1470316399,7595949172973633;1e-06
1470316399,7595961093902588;1e-06
1470316399,7595980167388916;2e-06
1470316399,7728939056396484;0,003459
1470316399,7862179279327393;0,013305
1470316399,9020249843597412;0,000381
1470316399,9020268917083740;2e-06
1470316399,9020290374755859;2e-06
1470316399,9206600189208984;0,011126
1470316399,9206619262695312;2e-06
1470316399,9206619262695312;0
1470316399,9273140430450439;0,007528
1470316399,9659180641174316;0,045256
1470316399,9659190177917480;1e-06
1470316400,0018579959869385;0,035912
1470316400,0604350566864014;0,058577
1470316400,0604379177093506;3e-06
1470316400,0604391098022461;1e-06
1470316400,0803999900817871;0,019932
1470316400,1030290126800537;0,013325
1470316400,1150109767913818;0,004678
1470316400,1150128841400146;2e-06
1470316400,1150140762329102;1e-06
1470316400,1216669082641602;0,006653
1470316400,1216690540313721;2e-06
1470316400,1336460113525391;0,011956
1470316400,1669290065765381;0,033283
1470316400,1669309139251709;2e-06
1470316400,1669330596923828;2e-06
1470316400,1975479125976562;0,030587
1470316400,1975529193878174;5e-06
1470316400,2254979610443115;0,023303
1470316400,2268280982971191;0,00133
1470316400,2321560382843018;0,005305
1470316400,2321579456329346;2e-06
1470316400,2321588993072510;1e-06
1470316400,2321610450744629;2e-06
1470316400,2334868907928467;0,001301
1470316400,2334890365600586;2e-06
1470316400,2334918975830078;3e-06
1470316400,2334940433502197;2e-06
1470316400,2601110935211182;0,017065
1470316400,2601120471954346;0,026595
1470316400,3173499107360840;0,00129
1470316400,3226740360260010;0,005324
1470316400,3373150825500488;0,003369
1470316400,3612890243530273;0,023974
1470316400,3612918853759766;3e-06
1470316400,3825790882110596;0,021237
1470316400,4171860218048096;0,004133
1470316400,4291720390319824;0,046593
1470316400,4291739463806152;2e-06
1470316400,4291749000549316;1e-06
1470316400,4544639587402344;0,025258
1470316400,4544689655303955;5e-06
1470316400,4810879230499268;0,026589
1470316400,4810900688171387;2e-06
1470316400,5130379199981689;0,031921
1470316400,5223529338836670;0,002222
1470316400,5343370437622070;0,01128
1470316400,5343379974365234;1e-06
1470316400,5343389511108398;1e-06
1470316400,5343399047851562;1e-06
1470316400,5543000698089600;0,00586
1470316400,5543019771575928;2e-06
1470316400,5862500667572021;0,031948
1470316400,5862529277801514;3e-06
1470316400,5875799655914307;0,004585
1470316400,6221909523010254;0,035911
1470316400,6767768859863281;0,054586
1470316400,6767790317535400;2e-06
1470316400,6767830848693848;4e-06
1470316400,6767840385437012;1e-06
1470316400,6767859458923340;2e-06
1470316400,6767880916595459;2e-06
1470316400,6781051158905029;0,001278
1470316400,6781070232391357;2e-06
1470316400,6781079769134521;1e-06
1470316400,6820919513702393;0,003952
1470316400,7233641147613525;0,041272
1470316400,7233669757843018;3e-06
1470316400,7433300018310547;0,00842
1470316400,7433319091796875;2e-06
1470316400,7619640827178955;0,009142
1470316400,8005690574645996;0,047187
1470316400,8178739547729492;0,004463
1470316400,8218679428100586;0,003994
1470316400,8218700885772705;2e-06
1470316400,8538169860839844;0,031925
1470316400,9097249507904053;0,003581
1470316400,9270350933074951;0,073218
1470316400,9270401000976562;5e-06
1470316400,9430060386657715;0,002645
1470316400,9629778861999512;0,019941
1470316400,9643039703369141;0,001326
1470316400,9643061161041260;2e-06
1470316400,9643080234527588;2e-06
1470316400,9896121025085449;0,025286
1470316400,9896149635314941;3e-06
1470316401,0255448818206787;0,01074
1470316401,0255470275878906;2e-06
1470316401,0255479812622070;1e-06
1470316401,0255489349365234;1e-06
1470316401,0255498886108398;1e-06
1470316401,0574889183044434;0,031898
1470316401,0801169872283936;0,004055
1470316401,1120688915252686;0,05458
1470316401,1120719909667969;3e-06
1470316401,1120760440826416;4e-06
1470316401,1559939384460449;0,009625
1470316401,1599950790405273;0,004001
1470316401,1599969863891602;2e-06
1470316401,1600010395050049;4e-06
1470316401,1600029468536377;2e-06
1470316401,1600039005279541;1e-06
1470316401,1600060462951660;2e-06
1470316401,1600079536437988;2e-06
1470316401,1613240242004395;0,001209
1470316401,1613259315490723;2e-06
1470316401,1613280773162842;2e-06
1470316401,2012588977813721;0,039895
1470316401,2332060337066650;0,031947
1470316401,2332088947296143;3e-06
1470316401,2332119941711426;3e-06
1470316401,2332139015197754;0,004807
1470316401,2425220012664795;0,005214
1470316401,2518389225006104;0,009317
1470316401,2917780876159668;0,039939
1470316401,2917809486389160;3e-06
1470316401,3157370090484619;0,02393
1470316401,3623259067535400;0,005621
1470316401,4009320735931396;0,011295
1470316401,4009339809417725;2e-06
1470316401,4089210033416748;0,007952
1470316401,4089219570159912;0,011104
1470316401,4195699691772461;0,010649
1470316401,4541869163513184;0,01069
1470316401,4541890621185303;2e-06
1470316401,4555120468139648;0,001323
1470316401,4674930572509766;0,011981
1470316401,4714829921722412;0,00399
1470316401,5034370422363281;0,031954
1470316401,5034389495849609;2e-06
1470316401,5127539634704590;0,009275
1470316401,5127561092376709;2e-06
1470316401,5127580165863037;2e-06
1470316401,5566859245300293;0,043903
1470316401,5566909313201904;5e-06
1470316401,5952858924865723;0,038562
1470316401,5966179370880127;0,010769
1470316401,6032729148864746;0,003598
1470316401,6112620830535889;0,007989
1470316401,6112639904022217;2e-06
1470316401,6112670898437500;3e-06
1470316401,6112699508666992;3e-06
1470316401,6125960350036621;0,0013
1470316401,6125979423522949;2e-06
1470316401,6125988960266113;1e-06
1470316401,6126010417938232;2e-06
1470316401,6126029491424561;2e-06
1470316401,6126050949096680;2e-06
1470316401,6578509807586670;0,007113
1470316401,6711630821228027;0,013312
1470316401,6844730377197266;0,004515
1470316401,6964550018310547;0,011982
1470316401,7430460453033447;0,003875
1470316401,7616860866546631;0,065231
1470316401,7616879940032959;2e-06
1470316401,7616910934448242;3e-06
1470316401,7869749069213867;0,025256
1470316401,8069429397583008;0,002575
1470316401,8295750617980957;0,022632
1470316401,8295769691467285;2e-06
1470316401,8522040843963623;0,022602
1470316401,8881480693817139;0,01381
1470316401,8881490230560303;1e-06
1470316401,9214239120483398;0,010047
1470316401,9600501060485840;0,038626
1470316401,9600520133972168;2e-06
1470316401,9600520133972168;0
1470316401,9600539207458496;2e-06
1470316401,9600560665130615;2e-06
1470316401,9653620719909668;0,005227
1470316401,9653649330139160;0,005151
1470316402,0425779819488525;0,077216
1470316402,0425839424133301;6e-06
1470316402,0438981056213379;0,001254
1470316402,0439009666442871;3e-06
1470316402,0598740577697754;0,015942
1470316402,0598759651184082;2e-06
1470316402,0811750888824463;0,021259
1470316402,0811769962310791;2e-06
1470316402,0811789035797119;2e-06
1470316402,0811829566955566;4e-06
1470316402,0811851024627686;2e-06
1470316402,0838410854339600;0,002619
1470316402,0838420391082764;1e-06
1470316402,0838439464569092;2e-06
1470316402,0838479995727539;4e-06
1470316402,0838489532470703;1e-06
1470316402,0998051166534424;0,01384
1470316402,1051259040832520;0,005293
1470316402,1224339008331299;0,017308
1470316402,1517210006713867;0,007171
1470316402,1703560352325439;0,006341
1470316402,2023079395294189;0,013698
1470316402,2023100852966309;2e-06
1470316402,2236049175262451;0,021295
1470316402,2262649536132812;0,002633
1470316402,2954881191253662;0,005795
1470316402,2968220710754395;0,001304
1470316402,2968258857727051;4e-06
1470316402,2968280315399170;2e-06
1470316402,2981519699096680;0,001296
1470316402,3221120834350586;0,007137
1470316402,3247730731964111;0,002661
1470316402,3633840084075928;0,038611
1470316402,3633859157562256;2e-06
1470316402,3713629245758057;0,003851
1470316402,3886759281158447;0,025245
1470316402,4046471118927002;0,005395
1470316402,4086349010467529;0,003988
1470316402,4179699420928955;0,009335
1470316402,4179720878601074;2e-06
1470316402,4565711021423340;0,038599
1470316402,4565739631652832;3e-06
1470316402,4858479499816895;0,029228
1470316402,5284430980682373;0,006083
1470316402,5351009368896484;0,00663
1470316402,5577399730682373;0,022639
1470316402,5577440261840820;4e-06
1470316402,5577459335327148;2e-06
1470316402,5577480792999268;2e-06
1470316402,5577499866485596;2e-06
1470316402,5577518939971924;2e-06
1470316402,5577530860900879;1e-06
1470316402,5577549934387207;2e-06
1470316402,5577569007873535;2e-06
1470316402,5883491039276123;0,016101
1470316402,5896799564361572;0,031793
1470316402,5950019359588623;0,005322
1470316402,6069860458374023;0,002869
1470316402,6216299533843994;0,014644
1470316402,6961760520935059;0,074546
1470316402,6975059509277344;0,0013
1470316402,7574110031127930;0,003765
1470316402,7574141025543213;3e-06
1470316402,7574150562286377;1e-06
1470316402,7707190513610840;0,01191
1470316402,8013429641723633;0,043928
1470316402,8013451099395752;2e-06
1470316402,8252990245819092;0,023891
1470316402,8279631137847900;0,002664
1470316402,8279650211334229;2e-06
1470316402,8279669284820557;2e-06
1470316402,8585801124572754;0,030587
1470316402,8585820198059082;2e-06
1470316402,8865349292755127;0,027928
1470316402,8865380287170410;3e-06
1470316402,9224750995635986;0,035911
1470316402,9517650604248047;0,005493
1470316402,9690670967102051;0,004314
1470316402,9717299938201904;0,002663
1470316402,9837210178375244;0,011912
1470316402,9837241172790527;3e-06
1470316403,0023519992828369;0,018628
1470316403,0023539066314697;2e-06
1470316403,0209870338439941;0,018598
1470316403,0223200321197510;0,001333
1470316403,0223219394683838;2e-06
1470316403,0223240852355957;2e-06
1470316403,0223259925842285;2e-06
1470316403,0223278999328613;2e-06
1470316403,0223309993743896;3e-06
1470316403,0223329067230225;2e-06
1470316403,0236470699310303;0,001196
1470316403,0236480236053467;1e-06
1470316403,0689179897308350;0,045241
1470316403,0968620777130127;0,027944
1470316403,0968639850616455;2e-06
1470316403,0968670845031738;3e-06
1470316403,1248168945312500;0,027923
1470316403,1594290733337402;0,034612
1470316403,1594319343566895;3e-06
1470316403,1740689277648926;0,007091
1470316403,1860530376434326;0,013272
1470316403,1860539913177490;1e-06
1470316403,2140109539031982;0,02792
1470316403,2632598876953125;0,048214
1470316403,2632610797882080;1e-06
1470316403,2938749790191650;0,030583
1470316403,3630959987640381;0,009605
1470316403,3657569885253906;0,071882
1470316403,3670930862426758;0,001316
1470316403,3670949935913086;2e-06
1470316403,3670969009399414;2e-06
1470316403,3883891105651855;0,003951
1470316403,3897221088409424;0,001333
1470316403,3897230625152588;1e-06
1470316403,3897240161895752;1e-06
1470316403,3897249698638916;1e-06
1470316403,4256660938262939;0,035917
1470316403,4256680011749268;2e-06
1470316403,4496231079101562;0,023922
1470316403,4802401065826416;0,030617
1470316403,4802429676055908;3e-06
1470316403,4829039573669434;0,002641
1470316403,4829061031341553;2e-06
1470316403,4829099178314209;4e-06
1470316403,4829111099243164;1e-06
1470316403,4842369556427002;0,001302
1470316403,4842391014099121;2e-06
1470316403,4842410087585449;2e-06
1470316403,4842419624328613;1e-06
1470316403,5188460350036621;0,034578
1470316403,5800879001617432;0,00467
1470316403,5973849296569824;0,01077
1470316403,5973870754241943;2e-06
1470316403,6586210727691650;0,009849
1470316403,6586229801177979;2e-06
1470316403,6586270332336426;4e-06
1470316403,6639449596405029;0,005284
1470316403,6972270011901855;0,033282
1470316403,6972289085388184;2e-06
1470316403,7371630668640137;0,039905
1470316403,7664449214935303;0,004661
1470316403,7837510108947754;0,046588
1470316403,7837529182434082;2e-06
1470316403,8023869991302490;0,008532
1470316403,8396599292755127;0,037273
1470316403,8622910976409912;0,005141
1470316403,8622920513153076;1e-06
1470316403,8622920513153076;0
1470316403,8729391098022461;0,010647
1470316403,9195339679718018;0,046595
1470316403,9195370674133301;3e-06
